curr,d,m,y,rate
BYN,23,10,2020,30_2908
GBP,23,10,2020,101_2226
UZS,23,10,2020,0_00743181
UAH,23,10,2020,2_72793
TRY,23,10,2020,9_86964
MDL,23,10,2020,4_52485
HUF,23,10,2020,0_250527
CHF,23,10,2020,85_022
CZK,23,10,2020,3_35076
KGS,23,10,2020,0_953651
DKK,23,10,2020,12_2756
TJS,23,10,2020,7_45824
INR,23,10,2020,1_04818
EUR,22,10,2020,91_3448
CNY,22,10,2020,11_57
KZT,22,10,2020,0_180007
RUB,22,10,2020,1
BYN,22,10,2020,30_2716
GBP,22,10,2020,100_5116
UZS,22,10,2020,0_00743411
UAH,22,10,2020,2_72699
TRY,22,10,2020,9_83369
MDL,22,10,2020,4_51802
HUF,22,10,2020,0_251608
CHF,22,10,2020,85_1749
CZK,22,10,2020,3_35725
KGS,22,10,2020,0_948296
DKK,22,10,2020,12_2702
TJS,22,10,2020,7_46436
INR,22,10,2020,1_0471
EUR,21,10,2020,91_5603
CNY,21,10,2020,11_6424
KZT,21,10,2020,0_181347
RUB,21,10,2020,1
BYN,21,10,2020,30_3773
GBP,21,10,2020,100_6836
UZS,21,10,2020,0_00750029
UAH,21,10,2020,2_74209
TRY,21,10,2020,9_84719
MDL,21,10,2020,4_5698
HUF,21,10,2020,0_250812
CHF,21,10,2020,85_5455
CZK,21,10,2020,3_3617
KGS,21,10,2020,0_950549
DKK,21,10,2020,12_3154
TJS,21,10,2020,7_53663
INR,21,10,2020,1_05936
EUR,20,10,2020,91_3115
CNY,20,10,2020,11_6409
KZT,20,10,2020,0_181879
RUB,20,10,2020,1
BYN,20,10,2020,30_2994
GBP,20,10,2020,101_2234
UZS,20,10,2020,0_00751076
UAH,20,10,2020,2_74605
TRY,20,10,2020,9_87131
MDL,20,10,2020,4_58377
HUF,20,10,2020,0_250765
CHF,20,10,2020,85_3121
CZK,20,10,2020,3_35165
KGS,20,10,2020,0_974051
DKK,20,10,2020,12_2882
TJS,20,10,2020,7_55078
INR,20,10,2020,1_06229
EUR,19,10,2020,91_3115
CNY,19,10,2020,11_6409
KZT,19,10,2020,0_181879
RUB,19,10,2020,1
BYN,19,10,2020,30_2994
GBP,19,10,2020,101_2234
UZS,19,10,2020,0_00751076
UAH,19,10,2020,2_74605
TRY,19,10,2020,9_87131
MDL,19,10,2020,4_58377
HUF,19,10,2020,0_250765
CHF,19,10,2020,85_3121
CZK,19,10,2020,3_35165
KGS,19,10,2020,0_974051
DKK,19,10,2020,12_2882
TJS,19,10,2020,7_55078
INR,19,10,2020,1_06229
EUR,18,10,2020,91_3115
CNY,18,10,2020,11_6409
KZT,18,10,2020,0_181879
RUB,18,10,2020,1
BYN,18,10,2020,30_2994
GBP,18,10,2020,101_2234
UZS,18,10,2020,0_00751076
UAH,18,10,2020,2_74605
TRY,18,10,2020,9_87131
MDL,18,10,2020,4_58377
HUF,18,10,2020,0_250765
CHF,18,10,2020,85_3121
CZK,18,10,2020,3_35165
KGS,18,10,2020,0_974051
DKK,18,10,2020,12_2882
TJS,18,10,2020,7_55078
INR,18,10,2020,1_06229
EUR,17,10,2020,91_3041
CNY,17,10,2020,11_6398
KZT,17,10,2020,0_181697
RUB,17,10,2020,1
BYN,17,10,2020,30_3234
GBP,17,10,2020,100_8625
UZS,17,10,2020,0_00753206
UAH,17,10,2020,2_74958
TRY,17,10,2020,9_83468
MDL,17,10,2020,4_58749
HUF,17,10,2020,0_250295
CHF,17,10,2020,85_2163
CZK,17,10,2020,3_34324
KGS,17,10,2020,0_974555
DKK,17,10,2020,12_2707
TJS,17,10,2020,7_54373
INR,17,10,2020,1_06291
EUR,16,10,2020,91_4542
CNY,16,10,2020,11_5803
KZT,16,10,2020,0_181824
RUB,16,10,2020,1
BYN,16,10,2020,30_2833
GBP,16,10,2020,101_1584
UZS,16,10,2020,0_0075303
UAH,16,10,2020,2_75049
TRY,16,10,2020,9_82122
MDL,16,10,2020,4_59859
HUF,16,10,2020,0_249992
CHF,16,10,2020,85_2429
CZK,16,10,2020,3_34676
KGS,16,10,2020,0_977889
DKK,16,10,2020,12_2698
TJS,16,10,2020,7_54195
INR,16,10,2020,1_06223
EUR,15,10,2020,90_7065
CNY,15,10,2020,11_4675
KZT,15,10,2020,0_179988
RUB,15,10,2020,1
BYN,15,10,2020,30_0439
GBP,15,10,2020,99_6859
UZS,15,10,2020,0_00746555
UAH,15,10,2020,2_72674
TRY,15,10,2020,9_72305
MDL,15,10,2020,4_56444
HUF,15,10,2020,0_249293
CHF,15,10,2020,84_5654
CZK,15,10,2020,3_31116
KGS,15,10,2020,0_969766
DKK,15,10,2020,12_1946
TJS,15,10,2020,7_47711
INR,15,10,2020,1_05462
EUR,14,10,2020,91_0732
CNY,14,10,2020,11_4672
KZT,14,10,2020,0_180052
RUB,14,10,2020,1
BYN,14,10,2020,30_0815
GBP,14,10,2020,100_7416
UZS,14,10,2020,0_00746648
UAH,14,10,2020,2_72902
TRY,14,10,2020,9_77258
MDL,14,10,2020,4_55962
HUF,14,10,2020,0_253945
CHF,14,10,2020,84_9105
CZK,14,10,2020,3_33185
KGS,14,10,2020,0_970388
DKK,14,10,2020,12_2434
TJS,14,10,2020,7_47804
INR,14,10,2020,1_05398
EUR,13,10,2020,91_0037
CNY,13,10,2020,11_4304
KZT,13,10,2020,0_179946
RUB,13,10,2020,1
BYN,13,10,2020,29_9961
GBP,13,10,2020,100_3621
UZS,13,10,2020,0_0074412
UAH,13,10,2020,2_72741
TRY,13,10,2020,9_76073
MDL,13,10,2020,4_54687
HUF,13,10,2020,0_255477
CHF,13,10,2020,84_5209
CZK,13,10,2020,3_3588
KGS,13,10,2020,0_967104
DKK,13,10,2020,12_2237
TJS,13,10,2020,7_46356
INR,13,10,2020,1_05151
EUR,12,10,2020,91_0037
CNY,12,10,2020,11_4304
KZT,12,10,2020,0_179946
RUB,12,10,2020,1
BYN,12,10,2020,29_9961
GBP,12,10,2020,100_3621
UZS,12,10,2020,0_0074412
UAH,12,10,2020,2_72741
TRY,12,10,2020,9_76073
MDL,12,10,2020,4_54687
HUF,12,10,2020,0_255477
CHF,12,10,2020,84_5209
CZK,12,10,2020,3_3588
KGS,12,10,2020,0_967104
DKK,12,10,2020,12_2237
TJS,12,10,2020,7_46356
INR,12,10,2020,1_05151
EUR,11,10,2020,91_0037
CNY,11,10,2020,11_4304
KZT,11,10,2020,0_179946
RUB,11,10,2020,1
BYN,11,10,2020,29_9961
GBP,11,10,2020,100_3621
UZS,11,10,2020,0_0074412
UAH,11,10,2020,2_72741
TRY,11,10,2020,9_76073
MDL,11,10,2020,4_54687
HUF,11,10,2020,0_255477
CHF,11,10,2020,84_5209
CZK,11,10,2020,3_3588
KGS,11,10,2020,0_967104
DKK,11,10,2020,12_2237
TJS,11,10,2020,7_46356
INR,11,10,2020,1_05151
EUR,10,10,2020,90_7163
CNY,10,10,2020,11_4728
KZT,10,10,2020,0_180209
RUB,10,10,2020,1
BYN,10,10,2020,29_6491
GBP,10,10,2020,99_7056
UZS,10,10,2020,0_00744164
UAH,10,10,2020,2_73005
TRY,10,10,2020,9_71171
MDL,10,10,2020,4_54915
HUF,10,10,2020,0_254656
CHF,10,10,2020,84_2854
CZK,10,10,2020,3_34593
KGS,10,10,2020,0_96716
DKK,10,10,2020,12_2048
TJS,10,10,2020,7_46399
INR,10,10,2020,1_05332
EUR,9,10,2020,91_699
CNY,9,10,2020,11_4737
KZT,9,10,2020,0_181817
RUB,9,10,2020,1
BYN,9,10,2020,29_8425
GBP,9,10,2020,101_0255
UZS,9,10,2020,0_00752736
UAH,9,10,2020,2_75554
TRY,9,10,2020,9_81838
MDL,9,10,2020,4_60359
HUF,9,10,2020,0_256259
CHF,9,10,2020,84_9217
CZK,9,10,2020,3_37765
KGS,9,10,2020,0_978301
DKK,9,10,2020,12_3144
TJS,9,10,2020,7_54631
INR,9,10,2020,1_0638
EUR,8,10,2020,91_8129
CNY,8,10,2020,11_4997
KZT,8,10,2020,0_182058
RUB,8,10,2020,1
BYN,8,10,2020,29_7982
GBP,8,10,2020,100_8716
UZS,8,10,2020,0_0075444
UAH,8,10,2020,2_75895
TRY,8,10,2020,9_96937
MDL,8,10,2020,4_61401
HUF,8,10,2020,0_255257
CHF,8,10,2020,85_1418
CZK,8,10,2020,3_40374
KGS,8,10,2020,0_980516
DKK,8,10,2020,12_3392
TJS,8,10,2020,7_56706
INR,8,10,2020,1_06524
EUR,7,10,2020,92_5184
CNY,7,10,2020,11_5615
KZT,7,10,2020,0_182463
RUB,7,10,2020,1
BYN,7,10,2020,29_9344
GBP,7,10,2020,101_8142
UZS,7,10,2020,0_00758496
UAH,7,10,2020,2_76748
TRY,7,10,2020,10_1035
MDL,7,10,2020,4_65256
HUF,7,10,2020,0_256353
CHF,7,10,2020,85_7866
CZK,7,10,2020,3_41445
KGS,7,10,2020,0_985787
DKK,7,10,2020,12_4198
TJS,7,10,2020,7_60774
INR,7,10,2020,1_06876
EUR,6,10,2020,91_6599
CNY,6,10,2020,11_505
KZT,6,10,2020,0_180875
RUB,6,10,2020,1
BYN,6,10,2020,29_8119
GBP,6,10,2020,101_1603
UZS,6,10,2020,0_00760889
UAH,6,10,2020,2_75157
TRY,6,10,2020,10_1043
MDL,6,10,2020,4_62981
HUF,6,10,2020,0_256406
CHF,6,10,2020,85_1254
CZK,6,10,2020,3_38261
KGS,6,10,2020,0_982554
DKK,6,10,2020,12_3293
TJS,6,10,2020,7_57055
INR,6,10,2020,1_06614
EUR,5,10,2020,91_6599
CNY,5,10,2020,11_505
KZT,5,10,2020,0_180875
RUB,5,10,2020,1
BYN,5,10,2020,29_8119
GBP,5,10,2020,101_1603
UZS,5,10,2020,0_00760889
UAH,5,10,2020,2_75157
TRY,5,10,2020,10_1043
MDL,5,10,2020,4_62981
HUF,5,10,2020,0_256406
CHF,5,10,2020,85_1254
CZK,5,10,2020,3_38261
KGS,5,10,2020,0_982554
DKK,5,10,2020,12_3293
TJS,5,10,2020,7_57055
INR,5,10,2020,1_06614
EUR,4,10,2020,91_6599
CNY,4,10,2020,11_505
KZT,4,10,2020,0_180875
RUB,4,10,2020,1
BYN,4,10,2020,29_8119
GBP,4,10,2020,101_1603
UZS,4,10,2020,0_00760889
UAH,4,10,2020,2_75157
TRY,4,10,2020,10_1043
MDL,4,10,2020,4_62981
HUF,4,10,2020,0_256406
CHF,4,10,2020,85_1254
CZK,4,10,2020,3_38261
KGS,4,10,2020,0_982554
DKK,4,10,2020,12_3293
TJS,4,10,2020,7_57055
INR,4,10,2020,1_06614
EUR,3,10,2020,91_5779
CNY,3,10,2020,11_4996
KZT,3,10,2020,0_180435
RUB,3,10,2020,1
BYN,3,10,2020,29_8002
GBP,3,10,2020,101_0114
UZS,3,10,2020,0_00760533
UAH,3,10,2020,2_75515
TRY,3,10,2020,10_0576
MDL,3,10,2020,4_6208
HUF,3,10,2020,0_254876
CHF,3,10,2020,84_8636
CZK,3,10,2020,3_40416
KGS,3,10,2020,0_982094
DKK,3,10,2020,12_3033
TJS,3,10,2020,7_56701
INR,3,10,2020,1_06373
EUR,2,10,2020,90_7237
CNY,2,10,2020,11_3797
KZT,2,10,2020,0_179803
RUB,2,10,2020,1
BYN,2,10,2020,29_7198
GBP,2,10,2020,99_4792
UZS,2,10,2020,0_00748724
UAH,2,10,2020,2_72677
TRY,2,10,2020,10_0192
MDL,2,10,2020,4_56048
HUF,2,10,2020,0_250697
CHF,2,10,2020,84_0154
CZK,2,10,2020,3_36398
KGS,2,10,2020,0_97049
DKK,2,10,2020,12_1843
TJS,2,10,2020,7_48449
INR,2,10,2020,1_05691
EUR,1,10,2020,92_4302
CNY,1,10,2020,11_5671
KZT,1,10,2020,0_181995
RUB,1,10,2020,1
BYN,1,10,2020,30_0739
GBP,1,10,2020,101_0729
UZS,1,10,2020,0_00767284
UAH,1,10,2020,2_78337
TRY,1,10,2020,10_1077
MDL,1,10,2020,4_64396
HUF,1,10,2020,0_25329
CHF,1,10,2020,85_4776
CZK,1,10,2020,3_4022
KGS,1,10,2020,0_989419
DKK,1,10,2020,12_4057
TJS,1,10,2020,7_63418
INR,1,10,2020,1_06791
EUR,30,9,2020,93_0237
CNY,30,9,2020,11_6798
KZT,30,9,2020,0_184609
RUB,30,9,2020,1
BYN,30,9,2020,30_1675
GBP,30,9,2020,102_6097
UZS,30,9,2020,0_00776047
UAH,30,9,2020,2_81632
TRY,30,9,2020,10_1597
MDL,30,9,2020,4_69699
HUF,30,9,2020,0_254384
CHF,30,9,2020,86_276
CZK,30,9,2020,3_41979
KGS,30,9,2020,1_00198
DKK,30,9,2020,12_5009
TJS,30,9,2020,7_71763
INR,30,9,2020,1_0792
EUR,29,9,2020,91_479
CNY,29,9,2020,11_5345
KZT,29,9,2020,0_182769
RUB,29,9,2020,1
BYN,29,9,2020,29_9165
GBP,29,9,2020,100_7701
UZS,29,9,2020,0_00766179
UAH,29,9,2020,2_77966
TRY,29,9,2020,10_1134
MDL,29,9,2020,4_64823
HUF,29,9,2020,0_251764
CHF,29,9,2020,84_8025
CZK,29,9,2020,3_36749
KGS,29,9,2020,0_98924
DKK,29,9,2020,12_2966
TJS,29,9,2020,7_6195
INR,29,9,2020,1_06632
EUR,28,9,2020,91_479
CNY,28,9,2020,11_5345
KZT,28,9,2020,0_182769
RUB,28,9,2020,1
BYN,28,9,2020,29_9165
GBP,28,9,2020,100_7701
UZS,28,9,2020,0_00766179
UAH,28,9,2020,2_77966
TRY,28,9,2020,10_1134
MDL,28,9,2020,4_64823
HUF,28,9,2020,0_251764
CHF,28,9,2020,84_8025
CZK,28,9,2020,3_36749
KGS,28,9,2020,0_98924
DKK,28,9,2020,12_2966
TJS,28,9,2020,7_6195
INR,28,9,2020,1_06632
EUR,27,9,2020,91_479
CNY,27,9,2020,11_5345
KZT,27,9,2020,0_182769
RUB,27,9,2020,1
BYN,27,9,2020,29_9165
GBP,27,9,2020,100_7701
UZS,27,9,2020,0_00766179
UAH,27,9,2020,2_77966
TRY,27,9,2020,10_1134
MDL,27,9,2020,4_64823
HUF,27,9,2020,0_251764
CHF,27,9,2020,84_8025
CZK,27,9,2020,3_36749
KGS,27,9,2020,0_98924
DKK,27,9,2020,12_2966
TJS,27,9,2020,7_6195
INR,27,9,2020,1_06632
EUR,26,9,2020,89_6637
CNY,26,9,2020,11_265
KZT,26,9,2020,0_179973
RUB,26,9,2020,1
BYN,26,9,2020,29_5596
GBP,26,9,2020,98_0908
UZS,26,9,2020,0_00748145
UAH,26,9,2020,2_71833
TRY,26,9,2020,10_1696
MDL,26,9,2020,4_55362
HUF,26,9,2020,0_246778
CHF,26,9,2020,82_9316
CZK,26,9,2020,3_31397
KGS,26,9,2020,0_967779
DKK,26,9,2020,12_0269
TJS,26,9,2020,7_44015
INR,26,9,2020,1_04352
EUR,25,9,2020,89_9818
CNY,25,9,2020,11_3091
KZT,25,9,2020,0_180664
RUB,25,9,2020,1
BYN,25,9,2020,29_6189
GBP,25,9,2020,98_2244
UZS,25,9,2020,0_00751636
UAH,25,9,2020,2_73165
TRY,25,9,2020,10_0161
MDL,25,9,2020,4_5953
HUF,25,9,2020,0_246485
CHF,25,9,2020,83_4357
CZK,25,9,2020,3_33152
KGS,25,9,2020,0_972311
DKK,25,9,2020,12_0906
TJS,25,9,2020,7_47849
INR,25,9,2020,1_04422
EUR,24,9,2020,89_2508
CNY,24,9,2020,11_2423
KZT,24,9,2020,0_179472
RUB,24,9,2020,1
BYN,24,9,2020,29_4725
GBP,24,9,2020,96_8022
UZS,24,9,2020,0_00743616
UAH,24,9,2020,2_70852
TRY,24,9,2020,9_94134
MDL,24,9,2020,4_56393
HUF,24,9,2020,0_245154
CHF,24,9,2020,82_9219
CZK,24,9,2020,3_30911
KGS,24,9,2020,0_962959
DKK,24,9,2020,11_9873
TJS,24,9,2020,7_39869
INR,24,9,2020,1_03792
EUR,23,9,2020,89_4813
CNY,23,9,2020,11_2348
KZT,23,9,2020,0_179846
RUB,23,9,2020,1
BYN,23,9,2020,29_4472
GBP,23,9,2020,97_7719
UZS,23,9,2020,0_00742804
UAH,23,9,2020,2_70657
TRY,23,9,2020,9_96213
MDL,23,9,2020,4_57398
HUF,23,9,2020,0_246928
CHF,23,9,2020,83_2654
CZK,23,9,2020,3_29878
KGS,23,9,2020,0_963019
DKK,23,9,2020,12_036
TJS,23,9,2020,7_38703
INR,23,9,2020,1_03668
EUR,22,9,2020,90_0063
CNY,22,9,2020,11_2268
KZT,22,9,2020,0_180147
RUB,22,9,2020,1
BYN,22,9,2020,29_3822
GBP,22,9,2020,97_785
UZS,22,9,2020,0_00740535
UAH,22,9,2020,2_69628
TRY,22,9,2020,10_0108
MDL,22,9,2020,4_56822
HUF,22,9,2020,0_247826
CHF,22,9,2020,83_4025
CZK,22,9,2020,3_3416
KGS,22,9,2020,0_961636
DKK,22,9,2020,12_0747
TJS,22,9,2020,7_36803
INR,22,9,2020,1_03571
EUR,21,9,2020,90_0063
CNY,21,9,2020,11_2268
KZT,21,9,2020,0_180147
RUB,21,9,2020,1
BYN,21,9,2020,29_3822
GBP,21,9,2020,97_785
UZS,21,9,2020,0_00740535
UAH,21,9,2020,2_69628
TRY,21,9,2020,10_0108
MDL,21,9,2020,4_56822
HUF,21,9,2020,0_247826
CHF,21,9,2020,83_4025
CZK,21,9,2020,3_3416
KGS,21,9,2020,0_961636
DKK,21,9,2020,12_0747
TJS,21,9,2020,7_36803
INR,21,9,2020,1_03571
EUR,20,9,2020,90_0063
CNY,20,9,2020,11_2268
KZT,20,9,2020,0_180147
RUB,20,9,2020,1
BYN,20,9,2020,29_3822
GBP,20,9,2020,97_785
UZS,20,9,2020,0_00740535
UAH,20,9,2020,2_69628
TRY,20,9,2020,10_0108
MDL,20,9,2020,4_56822
HUF,20,9,2020,0_247826
CHF,20,9,2020,83_4025
CZK,20,9,2020,3_3416
KGS,20,9,2020,0_961636
DKK,20,9,2020,12_0747
TJS,20,9,2020,7_36803
INR,20,9,2020,1_03571
EUR,19,9,2020,88_9578
CNY,19,9,2020,11_1007
KZT,19,9,2020,0_178291
RUB,19,9,2020,1
BYN,19,9,2020,29_2499
GBP,19,9,2020,97_4439
UZS,19,9,2020,0_00730735
UAH,19,9,2020,2_66353
TRY,19,9,2020,9_92709
MDL,19,9,2020,4_51727
HUF,19,9,2020,0_246491
CHF,19,9,2020,82_5979
CZK,19,9,2020,3_33327
KGS,19,9,2020,0_949928
DKK,19,9,2020,11_9561
TJS,19,9,2020,7_27053
INR,19,9,2020,1_02147
EUR,18,9,2020,88_6313
CNY,18,9,2020,11_113
KZT,18,9,2020,0_17737
RUB,18,9,2020,1
BYN,18,9,2020,29_1914
GBP,18,9,2020,97_3839
UZS,18,9,2020,0_00732315
UAH,18,9,2020,2_67357
TRY,18,9,2020,9_97375
MDL,18,9,2020,4_52159
HUF,18,9,2020,0_246554
CHF,18,9,2020,82_5855
CZK,18,9,2020,3_32012
KGS,18,9,2020,0_95424
DKK,18,9,2020,11_9346
TJS,18,9,2020,7_28625
INR,18,9,2020,1_02093
EUR,17,9,2020,88_8644
CNY,17,9,2020,11_0812
KZT,17,9,2020,0_176263
RUB,17,9,2020,1
BYN,17,9,2020,29_0767
GBP,17,9,2020,96_6644
UZS,17,9,2020,0_00729721
UAH,17,9,2020,2_66457
TRY,17,9,2020,10_0002
MDL,17,9,2020,4_51101
HUF,17,9,2020,0_248278
CHF,17,9,2020,82_6197
CZK,17,9,2020,3_32658
KGS,17,9,2020,0_948453
DKK,17,9,2020,11_9525
TJS,17,9,2020,7_26045
INR,17,9,2020,1_01908
EUR,16,9,2020,89_3614
CNY,16,9,2020,11_0928
KZT,16,9,2020,0_176048
RUB,16,9,2020,1
BYN,16,9,2020,29_0359
GBP,16,9,2020,96_9705
UZS,16,9,2020,0_00732259
UAH,16,9,2020,2_68195
TRY,16,9,2020,10_0357
MDL,16,9,2020,4_52261
HUF,16,9,2020,0_249974
CHF,16,9,2020,82_9894
CZK,16,9,2020,3_33666
KGS,16,9,2020,0_951123
DKK,16,9,2020,12_0119
TJS,16,9,2020,7_2857
INR,16,9,2020,1_02096
EUR,15,9,2020,88_5819
CNY,15,9,2020,10_9498
KZT,15,9,2020,0_175062
RUB,15,9,2020,1
BYN,15,9,2020,28_8341
GBP,15,9,2020,96_016
UZS,15,9,2020,0_00727647
UAH,15,9,2020,2_6693
TRY,15,9,2020,9_97274
MDL,15,9,2020,4_48738
HUF,15,9,2020,0_24786
CHF,15,9,2020,82_3122
CZK,15,9,2020,3_33191
KGS,15,9,2020,0_946356
DKK,15,9,2020,11_9124
TJS,15,9,2020,7_2363
INR,15,9,2020,1_01725
EUR,14,9,2020,88_5819
CNY,14,9,2020,10_9498
KZT,14,9,2020,0_175062
RUB,14,9,2020,1
BYN,14,9,2020,28_8341
GBP,14,9,2020,96_016
UZS,14,9,2020,0_00727647
UAH,14,9,2020,2_6693
TRY,14,9,2020,9_97274
MDL,14,9,2020,4_48738
HUF,14,9,2020,0_24786
CHF,14,9,2020,82_3122
CZK,14,9,2020,3_33191
KGS,14,9,2020,0_946356
DKK,14,9,2020,11_9124
TJS,14,9,2020,7_2363
INR,14,9,2020,1_01725
EUR,13,9,2020,88_5819
CNY,13,9,2020,10_9498
KZT,13,9,2020,0_175062
RUB,13,9,2020,1
BYN,13,9,2020,28_8341
GBP,13,9,2020,96_016
UZS,13,9,2020,0_00727647
UAH,13,9,2020,2_6693
TRY,13,9,2020,9_97274
MDL,13,9,2020,4_48738
HUF,13,9,2020,0_24786
CHF,13,9,2020,82_3122
CZK,13,9,2020,3_33191
KGS,13,9,2020,0_946356
DKK,13,9,2020,11_9124
TJS,13,9,2020,7_2363
INR,13,9,2020,1_01725
EUR,12,9,2020,88_6768
CNY,12,9,2020,10_9544
KZT,12,9,2020,0_175287
RUB,12,9,2020,1
BYN,12,9,2020,28_8392
GBP,12,9,2020,96_0534
UZS,12,9,2020,0_00729349
UAH,12,9,2020,2_68181
TRY,12,9,2020,10_0275
MDL,12,9,2020,4_49787
HUF,12,9,2020,0_248188
CHF,12,9,2020,82_3506
CZK,12,9,2020,3_34202
KGS,12,9,2020,0_94797
DKK,12,9,2020,11_9185
TJS,12,9,2020,7_25674
INR,12,9,2020,1_01841
EUR,11,9,2020,89_3036
CNY,11,9,2020,11_0427
KZT,11,9,2020,0_176842
RUB,11,9,2020,1
BYN,11,9,2020,28_8879
GBP,11,9,2020,98_2611
UZS,11,9,2020,0_00735561
UAH,11,9,2020,2_71303
TRY,11,9,2020,10_0874
MDL,11,9,2020,4_53618
HUF,11,9,2020,0_249933
CHF,11,9,2020,83_0702
CZK,11,9,2020,3_3662
KGS,11,9,2020,0_957255
DKK,11,9,2020,12_0108
TJS,11,9,2020,7_31323
INR,11,9,2020,1_02814
EUR,10,9,2020,89_5663
CNY,10,9,2020,11_1118
KZT,10,9,2020,0_177762
RUB,10,9,2020,1
BYN,10,9,2020,28_8992
GBP,10,9,2020,98_5504
UZS,10,9,2020,0_00740858
UAH,10,9,2020,2_73407
TRY,10,9,2020,10_1548
MDL,10,9,2020,4_57709
HUF,10,9,2020,0_25007
CHF,10,9,2020,82_9115
CZK,10,9,2020,3_37734
KGS,10,9,2020,0_965925
DKK,10,9,2020,12_0395
TJS,10,9,2020,7_36411
INR,10,9,2020,1_03429
EUR,9,9,2020,89_7369
CNY,9,9,2020,11_1183
KZT,9,9,2020,0_178997
RUB,9,9,2020,1
BYN,9,9,2020,28_8039
GBP,9,9,2020,99_7034
UZS,9,9,2020,0_00739818
UAH,9,9,2020,2_73204
TRY,9,9,2020,10_1536
MDL,9,9,2020,4_57067
HUF,9,9,2020,0_249465
CHF,9,9,2020,82_8041
CZK,9,9,2020,3_38659
KGS,9,9,2020,0_96454
DKK,9,9,2020,12_0638
TJS,9,9,2020,7_3609
INR,9,9,2020,1_03217
EUR,8,9,2020,89_4771
CNY,8,9,2020,11_0664
KZT,8,9,2020,0_178538
RUB,8,9,2020,1
BYN,8,9,2020,28_6851
GBP,8,9,2020,99_9615
UZS,8,9,2020,0_0073618
UAH,8,9,2020,2_72474
TRY,8,9,2020,10_1375
MDL,8,9,2020,4_54819
HUF,8,9,2020,0_248818
CHF,8,9,2020,82_8485
CZK,8,9,2020,3_38094
KGS,8,9,2020,0_959774
DKK,8,9,2020,12_0324
TJS,8,9,2020,7_32116
INR,8,9,2020,1_03064
EUR,7,9,2020,89_4771
CNY,7,9,2020,11_0664
KZT,7,9,2020,0_178538
RUB,7,9,2020,1
BYN,7,9,2020,28_6851
GBP,7,9,2020,99_9615
UZS,7,9,2020,0_0073618
UAH,7,9,2020,2_72474
TRY,7,9,2020,10_1375
MDL,7,9,2020,4_54819
HUF,7,9,2020,0_248818
CHF,7,9,2020,82_8485
CZK,7,9,2020,3_38094
KGS,7,9,2020,0_959774
DKK,7,9,2020,12_0324
TJS,7,9,2020,7_32116
INR,7,9,2020,1_03064
EUR,6,9,2020,89_4771
CNY,6,9,2020,11_0664
KZT,6,9,2020,0_178538
RUB,6,9,2020,1
BYN,6,9,2020,28_6851
GBP,6,9,2020,99_9615
UZS,6,9,2020,0_0073618
UAH,6,9,2020,2_72474
TRY,6,9,2020,10_1375
MDL,6,9,2020,4_54819
HUF,6,9,2020,0_248818
CHF,6,9,2020,82_8485
CZK,6,9,2020,3_38094
KGS,6,9,2020,0_959774
DKK,6,9,2020,12_0324
TJS,6,9,2020,7_32116
INR,6,9,2020,1_03064
EUR,5,9,2020,89_0384
CNY,5,9,2020,10_9922
KZT,5,9,2020,0_178606
RUB,5,9,2020,1
BYN,5,9,2020,28_5084
GBP,5,9,2020,99_9398
UZS,5,9,2020,0_007322
UAH,5,9,2020,2_71304
TRY,5,9,2020,10_1041
MDL,5,9,2020,4_52633
HUF,5,9,2020,0_24782
CHF,5,9,2020,82_5182
CZK,5,9,2020,3_37155
KGS,5,9,2020,0_955124
DKK,5,9,2020,11_966
TJS,5,9,2020,7_28864
INR,5,9,2020,1_02803
EUR,4,9,2020,89_1353
CNY,4,9,2020,11_0401
KZT,4,9,2020,0_179284
RUB,4,9,2020,1
BYN,4,9,2020,28_5496
GBP,4,9,2020,100_3347
UZS,4,9,2020,0_00734982
UAH,4,9,2020,2_72817
TRY,4,9,2020,10_1691
MDL,4,9,2020,4_53943
HUF,4,9,2020,0_249197
CHF,4,9,2020,82_75
CZK,4,9,2020,3_39258
KGS,4,9,2020,0_963932
DKK,4,9,2020,11_9903
TJS,4,9,2020,7_31634
INR,4,9,2020,1_02709
EUR,3,9,2020,87_7369
CNY,3,9,2020,10_8205
KZT,3,9,2020,0_17632
RUB,3,9,2020,1
BYN,3,9,2020,27_9176
GBP,3,9,2020,98_5793
UZS,3,9,2020,0_0071931
UAH,3,9,2020,2_67176
TRY,3,9,2020,10_0139
MDL,3,9,2020,4_44933
HUF,3,9,2020,0_24535
CHF,3,9,2020,80_8703
CZK,3,9,2020,3_32802
KGS,3,9,2020,0_943581
DKK,3,9,2020,11_7763
TJS,3,9,2020,7_15859
INR,3,9,2020,1_01118
EUR,2,9,2020,88_1547
CNY,2,9,2020,10_7842
KZT,2,9,2020,0_175813
RUB,2,9,2020,1
BYN,2,9,2020,27_9207
GBP,2,9,2020,98_8098
UZS,2,9,2020,0_00717001
UAH,2,9,2020,2_66491
TRY,2,9,2020,9_98533
MDL,2,9,2020,4_43283
HUF,2,9,2020,0_248262
CHF,2,9,2020,81_634
CZK,2,9,2020,3_36465
KGS,2,9,2020,0_937441
DKK,2,9,2020,11_8422
TJS,2,9,2020,7_13724
INR,2,9,2020,1_00962
EUR,1,9,2020,87_8266
CNY,1,9,2020,10_7682
KZT,1,9,2020,0_175623
RUB,1,9,2020,1
BYN,1,9,2020,27_7866
